year_film,year_award,ceremony,category,nominee,film,win
2013,2014,71,Best Director - Motion Picture,Steve McQueen,12 Years a Slave,FALSE
2013,2014,71,Best Director - Motion Picture,Paul Greengrass,Captain Phillips,FALSE
2013,2014,71,Best Director - Motion Picture,David O. Russell,American Hustle,FALSE
2013,2014,71,Best Director - Motion Picture,Alexander Payne,Nebraska,FALSE
2013,2014,71,Best Screenplay - Motion Picture,Spike Jonze,Her,TRUE
2013,2014,71,Best Screenplay - Motion Picture,John Ridley,12 Years a Slave,FALSE
2013,2014,71,Best Screenplay - Motion Picture,"Steve Coogan, Jeff Pope",Philomena,FALSE
2013,2014,71,Best Screenplay - Motion Picture,"Eric Warren Singer , David O. Russell",American Hustle,FALSE
2013,2014,71,Best Screenplay - Motion Picture,Bob Nelson,Nebraska,FALSE
2013,2014,71,Best Motion Picture - Animated,Frozen,,TRUE
2013,2014,71,Best Motion Picture - Animated,Despicable Me 2,,FALSE
2013,2014,71,Best Motion Picture - Animated,"Croods, The",,FALSE
2013,2014,71,Best Motion Picture - Foreign Language,The Great Beauty,"Italy, Paolo Sorrentino",TRUE
2013,2014,71,Best Motion Picture - Foreign Language,Blue is the Warmest Color,"France, Abdellatif Kechiche",FALSE
2013,2014,71,Best Motion Picture - Foreign Language,The Hunt,"Denmark, Thomas Vinterberg",FALSE
2013,2014,71,Best Motion Picture - Foreign Language,The Past,"Iran, Asghar Farhadi ",FALSE
2013,2014,71,Best Motion Picture - Foreign Language,The Wind Rises,"Japan, Hayao Miyazaki",FALSE
2013,2014,71,Best Original Score - Motion Picture,Alex Ebert,All Is Lost,TRUE
2013,2014,71,Best Original Score - Motion Picture,John Williams,The Book Thief,FALSE
2013,2014,71,Best Original Score - Motion Picture,Hans Zimmer,12 Years a Slave,FALSE
2013,2014,71,Best Original Score - Motion Picture,Steven Price,Gravity,FALSE
2013,2014,71,Best Original Score - Motion Picture,Alex Heffes,Mandela: Long Walk to Freedom,FALSE
2013,2014,71,Best Original Song - Motion Picture,"""Ordinary Love"", U2, Danger Mouse, Bono",Mandela: Long Walk to Freedom,TRUE
2013,2014,71,Best Original Song - Motion Picture,"""Please Mr. Kennedy"", Ed Rush, George Cromarty, T Bone Burnett, Justin Timberlake, Joel Coen, Ethan Coen",Inside Llewyn Davis,FALSE
2013,2014,71,Best Original Song - Motion Picture,"""Let It Go"", Kristen Anderson Lopez, Robert Lopez",Frozen,FALSE
2013,2014,71,Best Original Song - Motion Picture,"""Sweeter Than Fiction"", Taylor Swift, Jack Antonoff",One Chance,FALSE
2013,2014,71,Best Original Song - Motion Picture,"""Atlas"", Chris Martin, Guy Berryman, Jon Buckland, Will Champion",The Hunger Games: Catching Fire,FALSE
2013,2014,71,Best Television Series - Drama,Breaking Bad,,TRUE
2013,2014,71,Best Television Series - Drama,The Good Wife,,FALSE
2013,2014,71,Best Television Series - Drama,House of Cards,,FALSE
2013,2014,71,Best Television Series - Drama,Masters of Sex,,FALSE
2013,2014,71,Best Television Series - Drama,Downton Abbey,,FALSE
2013,2014,71,Best Television Series - Musical or Comedy,Brooklyn Nine-Nine,,TRUE
2013,2014,71,Best Television Series - Musical or Comedy,Girls,,FALSE
2013,2014,71,Best Television Series - Musical or Comedy,Modern Family,,FALSE
2013,2014,71,Best Television Series - Musical or Comedy,Parks And Recreation,,FALSE
2013,2014,71,Best Television Series - Musical or Comedy,"Big Bang Theory, The",,FALSE
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,Behind the Candelabra,,TRUE
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,American Horror Story: Coven,,FALSE
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,Top of the Lake,,FALSE
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,Dancing on the Edge,,FALSE
2013,2014,71,Best Television Limited Series or Motion Picture Made for Television,The White Queen,,FALSE
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Elisabeth Moss,Top of the Lake,TRUE
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Rebecca Ferguson,The White Queen,FALSE
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jessica Lange,American Horror Story: Coven,FALSE
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Helena Bonham Carter,Burton and Taylor,FALSE
2013,2014,71,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Helen Mirren,Phil Spector,FALSE
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Michael Douglas,Behind the Candelabra,TRUE
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Al Pacino,Phil Spector,FALSE
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Matt Damon,Behind the Candelabra,FALSE
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Chiwetel Ejiofor,Dancing on the Edge,FALSE
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Idris Elba,Luther,FALSE
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,Robin Wright,House of Cards,TRUE
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,Taylor Schilling,Orange is the New Black,FALSE
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,Tatiana Maslany,Orphan Black,FALSE
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,Kerry Washington,Scandal (TV),FALSE
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,Julianna Margulies,The Good Wife,FALSE
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,Bryan Cranston,Breaking Bad,TRUE
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,Liev Schreiber,Ray Donovan,FALSE
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,James Spader,"Blacklist, The",FALSE
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,Kevin Spacey,House of Cards,FALSE
2013,2014,71,Best Performance by an Actor In A Television Series - Drama,Michael Sheen,Masters of Sex,FALSE
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,Amy Poehler,Parks And Recreation,TRUE
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,Lena Dunham,Girls,FALSE
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,Zooey Deschanel,New Girl,FALSE
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,Edie Falco,Nurse Jackie,FALSE
2013,2014,71,Best Performance by an Actress in a Television Series - Musical or Comedy,Julia Louis-Dreyfus,Veep,FALSE
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,Andy Samberg,Brooklyn Nine-Nine,TRUE
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,Michael J. Fox,"Michael J. Fox Show, The",FALSE
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,Jim Parsons,"Big Bang Theory, The",FALSE
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,Jason Bateman,Arrested Development,FALSE
2013,2014,71,Best Performance by an Actor in a Television Series - Musical or Comedy,Don Cheadle,House of Lies,FALSE
2013,2014,71,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jacqueline Bisset,Dancing on the Edge,TRUE
2013,2014,71,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Janet McTeer,The White Queen,FALSE
2013,2014,71,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sofia Vergara,Modern Family,FALSE
2013,2014,71,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hayden Panettiere,Nashville ( TV ),FALSE
2013,2014,71,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Monica Potter,Parenthood (TV),FALSE
2013,2014,71,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jon Voight,Ray Donovan,TRUE
2013,2014,71,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Rob Lowe,Behind the Candelabra,FALSE
2013,2014,71,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Corey Stoll,House of Cards,FALSE
2013,2014,71,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Aaron Paul,Breaking Bad,FALSE
2013,2014,71,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Josh Charles,The Good Wife,FALSE
2013,2014,71,Cecil B. deMille Award,Woody Allen,,FALSE
2014,2015,72,Best Motion Picture - Drama,Boyhood,,TRUE
2014,2015,72,Best Motion Picture - Drama,The Imitation Game,,FALSE
2014,2015,72,Best Motion Picture - Drama,Selma,,FALSE
2014,2015,72,Best Motion Picture - Drama,Foxcatcher,,FALSE
2014,2015,72,Best Motion Picture - Drama,The Theory of Everything,,FALSE
2014,2015,72,Best Motion Picture - Musical or Comedy,"Grand Budapest Hotel, The",,TRUE
2014,2015,72,Best Motion Picture - Musical or Comedy,Into the Woods,,FALSE
2014,2015,72,Best Motion Picture - Musical or Comedy,St. Vincent,,FALSE
2014,2015,72,Best Motion Picture - Musical or Comedy,Pride,,FALSE
2014,2015,72,Best Motion Picture - Musical or Comedy,Birdman,,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Julianne Moore,Still Alice,TRUE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Jennifer Aniston,Cake,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Felicity Jones,The Theory of Everything,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Rosamund Pike,Gone Girl,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Reese Witherspoon,Wild,FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,Eddie Redmayne,The Theory of Everything,TRUE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,Steve Carell,Foxcatcher,FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,Jake Gyllenhaal,Nightcrawler,FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,Benedict Cumberbatch,The Imitation Game,FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,David Oyelowo,Selma,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Amy Adams,Big Eyes,TRUE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emily Blunt,Into the Woods,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Helen Mirren,"Hundred-Foot Journey, The",FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julianne Moore,Maps To The Stars,FALSE
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Quvenzhané Wallis,Annie (2014),FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Michael Keaton,Birdman,TRUE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ralph Fiennes,"Grand Budapest Hotel, The",FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Christoph Waltz,Big Eyes,FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bill Murray,St. Vincent,FALSE
2014,2015,72,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Joaquin Phoenix,Inherent Vice,FALSE
2014,2015,72,Best Performance by an Actress in a Supporting Role in any Motion Picture,Patricia Arquette,Boyhood,TRUE
2014,2015,72,Best Performance by an Actress in a Supporting Role in any Motion Picture,Emma Stone,Birdman,FALSE
2014,2015,72,Best Performance by an Actress in a Supporting Role in any Motion Picture,Keira Knightley,The Imitation Game,FALSE
2014,2015,72,Best Performance by an Actress in a Supporting Role in any Motion Picture,Meryl Streep,Into the Woods,FALSE
2014,2015,72,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jessica Chastain,A Most Violent Year,FALSE
2014,2015,72,Best Performance by an Actor in a Supporting Role in any Motion Picture,J.K. Simmons,Whiplash,TRUE
2014,2015,72,Best Performance by an Actor in a Supporting Role in any Motion Picture,Mark Ruffalo,Foxcatcher,FALSE
2014,2015,72,Best Performance by an Actor in a Supporting Role in any Motion Picture,Robert Duvall,"Judge, The",FALSE
2014,2015,72,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ethan Hawke,Boyhood,FALSE
2014,2015,72,Best Performance by an Actor in a Supporting Role in any Motion Picture,Edward Norton,Birdman,FALSE
2014,2015,72,Best Director - Motion Picture,Richard Linklater,Boyhood,TRUE
2014,2015,72,Best Director - Motion Picture,Alejandro González Iñárritu,Birdman,FALSE
2014,2015,72,Best Director - Motion Picture,David Fincher,Gone Girl,FALSE
2014,2015,72,Best Director - Motion Picture,Wes Anderson,"Grand Budapest Hotel, The",FALSE
2014,2015,72,Best Director - Motion Picture,Ava DuVernay,Selma,FALSE
2014,2015,72,Best Screenplay - Motion Picture,"Alejandro González Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Armando Bo",Birdman,TRUE
2014,2015,72,Best Screenplay - Motion Picture,Graham Moore,The Imitation Game,FALSE
2014,2015,72,Best Screenplay - Motion Picture,Gillian Flynn,Gone Girl,FALSE
2014,2015,72,Best Screenplay - Motion Picture,Wes Anderson,"Grand Budapest Hotel, The",FALSE
2014,2015,72,Best Screenplay - Motion Picture,Richard Linklater,Boyhood,FALSE
2014,2015,72,Best Motion Picture - Animated,How to Train Your Dragon 2,,TRUE
2014,2015,72,Best Motion Picture - Animated,Big Hero 6,,FALSE
2014,2015,72,Best Motion Picture - Animated,"Book of Life, The",,FALSE
2014,2015,72,Best Motion Picture - Animated,"Boxtrolls, The",,FALSE
2014,2015,72,Best Motion Picture - Animated,"LEGO Movie, The",,FALSE
2014,2015,72,Best Motion Picture - Foreign Language,Leviathan,"Russia, Andrey Zvyagintsev ",TRUE
2014,2015,72,Best Motion Picture - Foreign Language,Gett: The Trial of Viviane Amsalem,"Israel, Ronit Elkabetz, Shlomi Elkabetz",FALSE
2014,2015,72,Best Motion Picture - Foreign Language,Ida,"Poland, Denmark, Pawel Pawlikowski",FALSE
2014,2015,72,Best Motion Picture - Foreign Language,Tangerines,"Estonia, Zaza Urushadze",FALSE
2014,2015,72,Best Motion Picture - Foreign Language,Force Majeure,"Sweden, Ruben Östlund",FALSE
2014,2015,72,Best Original Score - Motion Picture,Jóhann Jóhannsson,The Theory of Everything,TRUE
2014,2015,72,Best Original Score - Motion Picture,Antonio Sanchez,Birdman,FALSE
2014,2015,72,Best Original Score - Motion Picture,Alexandre Desplat,The Imitation Game,FALSE
2014,2015,72,Best Original Score - Motion Picture,"Trent Reznor, Atticus Ross",Gone Girl,FALSE
2014,2015,72,Best Original Score - Motion Picture,Hans Zimmer,Interstellar,FALSE
2014,2015,72,Best Original Song - Motion Picture,"""Glory"", Common, John Legend",Selma,TRUE
2014,2015,72,Best Original Song - Motion Picture,"""Big Eyes"", Lana Del Rey, Daniel Heath",Big Eyes,FALSE
2014,2015,72,Best Original Song - Motion Picture,"""Yellow Flicker Beat"", Lorde, Joel Little",The Hunger Games: Mockingjay - Part 1,FALSE
2014,2015,72,Best Original Song - Motion Picture,"""Mercy Is"", Patti Smith, Lenny Kaye",Noah,FALSE
2014,2015,72,Best Original Song - Motion Picture,"""Opportunity"", Sia, Will Gluck, Greg Kurstin",Annie (2014),FALSE
2014,2015,72,Best Television Series - Drama,"Affair, The",,TRUE
2014,2015,72,Best Television Series - Drama,House of Cards,,FALSE
2014,2015,72,Best Television Series - Drama,Downton Abbey,,FALSE
2014,2015,72,Best Television Series - Drama,Game of Thrones,,FALSE
2014,2015,72,Best Television Series - Drama,The Good Wife,,FALSE
2014,2015,72,Best Television Series - Musical or Comedy,Transparent,,TRUE
2014,2015,72,Best Television Series - Musical or Comedy,Orange is the New Black,,FALSE
2014,2015,72,Best Television Series - Musical or Comedy,Girls,,FALSE
2014,2015,72,Best Television Series - Musical or Comedy,Jane The Virgin,,FALSE
2014,2015,72,Best Television Series - Musical or Comedy,Silicon Valley,,FALSE
2014,2015,72,Best Television Limited Series or Motion Picture Made for Television,Fargo,,TRUE
2014,2015,72,Best Television Limited Series or Motion Picture Made for Television,True Detective,,FALSE
2014,2015,72,Best Television Limited Series or Motion Picture Made for Television,The Normal Heart,,FALSE
2014,2015,72,Best Television Limited Series or Motion Picture Made for Television,Olive Kitteridge,,FALSE
2014,2015,72,Best Television Limited Series or Motion Picture Made for Television,The Missing,,FALSE
2014,2015,72,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Maggie Gyllenhaal,"Honourable Woman, The",TRUE
2014,2015,72,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Allison Tolman,Fargo,FALSE
2014,2015,72,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Frances McDormand,Olive Kitteridge,FALSE
2014,2015,72,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Jessica Lange,American Horror Story: Freak Show,FALSE
2014,2015,72,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Frances O'Connor,The Missing,FALSE
2014,2015,72,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Billy Bob Thornton,Fargo,TRUE
2014,2015,72,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Woody Harrelson,True Detective,FALSE
2014,2015,72,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Matthew McConaughey,True Detective,FALSE
2014,2015,72,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Mark Ruffalo,The Normal Heart,FALSE
2014,2015,72,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Martin Freeman,Fargo,FALSE
2014,2015,72,Best Performance by an Actress In A Television Series - Drama,Ruth Wilson,"Affair, The",TRUE
2014,2015,72,Best Performance by an Actress In A Television Series - Drama,Julianna Margulies,The Good Wife,FALSE
2014,2015,72,Best Performance by an Actress In A Television Series - Drama,Robin Wright,House of Cards,FALSE
2014,2015,72,Best Performance by an Actress In A Television Series - Drama,Claire Danes,Homeland,FALSE
2014,2015,72,Best Performance by an Actress In A Television Series - Drama,Viola Davis,How To Get Away With Murder,FALSE
2014,2015,72,Best Performance by an Actor In A Television Series - Drama,Kevin Spacey,House of Cards,TRUE
2014,2015,72,Best Performance by an Actor In A Television Series - Drama,James Spader,"Blacklist, The",FALSE
2014,2015,72,Best Performance by an Actor In A Television Series - Drama,Clive Owen,"Knick, The",FALSE
2014,2015,72,Best Performance by an Actor In A Television Series - Drama,Dominic West,"Affair, The",FALSE
2014,2015,72,Best Performance by an Actor In A Television Series - Drama,Liev Schreiber,Ray Donovan,FALSE
2014,2015,72,Best Performance by an Actress in a Television Series - Musical or Comedy,Gina Rodriguez,Jane The Virgin,TRUE
2014,2015,72,Best Performance by an Actress in a Television Series - Musical or Comedy,Taylor Schilling,Orange is the New Black,FALSE
2014,2015,72,Best Performance by an Actress in a Television Series - Musical or Comedy,Lena Dunham,Girls,FALSE
2014,2015,72,Best Performance by an Actress in a Television Series - Musical or Comedy,Edie Falco,Nurse Jackie,FALSE
2014,2015,72,Best Performance by an Actress in a Television Series - Musical or Comedy,Julia Louis-Dreyfus,Veep,FALSE
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,Jeffrey Tambor,Transparent,TRUE
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,William H. Macy,Shameless,FALSE
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,Ricky Gervais,Derek,FALSE
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,Don Cheadle,House of Lies,FALSE
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,Louis C.K.,Louie,FALSE
2014,2015,72,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Joanne Froggatt,Downton Abbey,TRUE
2014,2015,72,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Michelle Monaghan,True Detective,FALSE
2014,2015,72,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Uzo Aduba,Orange is the New Black,FALSE
2014,2015,72,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Kathy Bates,American Horror Story: Freak Show,FALSE
2014,2015,72,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Allison Janney,Mom,FALSE
2014,2015,72,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Matt Bomer,The Normal Heart,TRUE
2014,2015,72,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Bill Murray,Olive Kitteridge,FALSE
2014,2015,72,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Jon Voight,Ray Donovan,FALSE
2014,2015,72,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Colin Hanks,Fargo,FALSE
2014,2015,72,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alan Cumming,,FALSE
2014,2015,72,Cecil B. deMille Award,George Clooney,,FALSE
2015,2016,73,Best Motion Picture - Drama,The Revenant,,TRUE
2015,2016,73,Best Motion Picture - Drama,Carol,,FALSE
2015,2016,73,Best Motion Picture - Drama,Mad Max: Fury Road,,FALSE
2015,2016,73,Best Motion Picture - Drama,Room,,FALSE
2015,2016,73,Best Motion Picture - Drama,Spotlight,,FALSE
2015,2016,73,Best Motion Picture - Musical or Comedy,The Martian,,TRUE
2015,2016,73,Best Motion Picture - Musical or Comedy,Spy,,FALSE
2015,2016,73,Best Motion Picture - Musical or Comedy,"Big Short, The",,FALSE
2015,2016,73,Best Motion Picture - Musical or Comedy,Trainwreck,,FALSE
2015,2016,73,Best Motion Picture - Musical or Comedy,Joy,,FALSE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Brie Larson,Room,TRUE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Cate Blanchett,Carol,FALSE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Rooney Mara,Carol,FALSE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Alicia Vikander,The Danish Girl,FALSE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Saoirse Ronan,Brooklyn,FALSE
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Leonardo DiCaprio,The Revenant,TRUE
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Will Smith,Concussion,FALSE
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Michael Fassbender,Steve Jobs,FALSE
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Eddie Redmayne,The Danish Girl,FALSE
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Bryan Cranston,Trumbo,FALSE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jennifer Lawrence,Joy,TRUE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Maggie Smith,"Lady in the Van, The",FALSE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Amy Schumer,Trainwreck,FALSE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Lily Tomlin,Grandma,FALSE
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Melissa McCarthy,Spy,FALSE
2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Matt Damon,The Martian,TRUE
2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Al Pacino,Danny Collins,FALSE
2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Mark Ruffalo,Infinitely Polar Bear,FALSE
2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Christian Bale,"Big Short, The",FALSE
2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Steve Carell,"Big Short, The",FALSE
2015,2016,73,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kate Winslet,Steve Jobs,TRUE
2015,2016,73,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jane Fonda,Youth,FALSE
2015,2016,73,Best Performance by an Actress in a Supporting Role in any Motion Picture,Alicia Vikander,Ex Machina,FALSE
2015,2016,73,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jennifer Jason Leigh,The Hateful Eight,FALSE
2015,2016,73,Best Performance by an Actress in a Supporting Role in any Motion Picture,Helen Mirren,Trumbo,FALSE
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sylvester Stallone,Creed,TRUE
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,Michael Shannon,99 Homes,FALSE
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,Idris Elba,Beasts of No Nation,FALSE
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,Mark Rylance,Bridge of Spies,FALSE
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,Paul Dano,Love & Mercy,FALSE
2015,2016,73,Best Director - Motion Picture,Alejandro González Iñárritu,The Revenant,TRUE
2015,2016,73,Best Director - Motion Picture,Ridley Scott,The Martian,FALSE
2015,2016,73,Best Director - Motion Picture,Todd Haynes,Carol,FALSE
2015,2016,73,Best Director - Motion Picture,George Miller,Mad Max: Fury Road,FALSE
2015,2016,73,Best Director - Motion Picture,Tom McCarthy,Spotlight,FALSE
2015,2016,73,Best Screenplay - Motion Picture,Aaron Sorkin,Steve Jobs,TRUE
2015,2016,73,Best Screenplay - Motion Picture,Emma Donoghue,Room,FALSE
2015,2016,73,Best Screenplay - Motion Picture,"Tom McCarthy, Josh Singer",Spotlight,FALSE
2015,2016,73,Best Screenplay - Motion Picture,"Charles Randolph, Adam McKay","Big Short, The",FALSE
2015,2016,73,Best Screenplay - Motion Picture,Quentin Tarantino,The Hateful Eight,FALSE
2015,2016,73,Best Motion Picture - Animated,Inside Out,,TRUE
2015,2016,73,Best Motion Picture - Animated,The Peanuts Movie,,FALSE
2015,2016,73,Best Motion Picture - Animated,Anomalisa,,FALSE
2015,2016,73,Best Motion Picture - Animated,Shaun the Sheep Movie,,FALSE
2015,2016,73,Best Motion Picture - Animated,The Good Dinosaur,,FALSE
2015,2016,73,Best Motion Picture - Foreign Language,Son of Saul,"Hungary, László Nemes",TRUE
2015,2016,73,Best Motion Picture - Foreign Language,Mustang,"France, Deniz Gamze Ergüven",FALSE
2015,2016,73,Best Motion Picture - Foreign Language,The Brand New Testament,"Belgium, France, Luxembourg, Jaco Van Dormael",FALSE
2015,2016,73,Best Motion Picture - Foreign Language,The Club,"Chile, Pablo Larraín",FALSE
2015,2016,73,Best Motion Picture - Foreign Language,The Fencer,"Finland, Germany, Estonia, Klaus Härö",FALSE
2015,2016,73,Best Original Score - Motion Picture,Ennio Morricone,The Hateful Eight,TRUE
2015,2016,73,Best Original Score - Motion Picture,Carter Burwell,Carol,FALSE
2015,2016,73,Best Original Score - Motion Picture,Daniel Pemberton,Steve Jobs,FALSE
2015,2016,73,Best Original Score - Motion Picture,Alexandre Desplat,The Danish Girl,FALSE
2015,2016,73,Best Original Score - Motion Picture,"Ryuichi Sakamoto, Alva Noto",The Revenant,FALSE
2015,2016,73,Best Original Song - Motion Picture,"""Writing's On The Wall"", Sam Smith, Jimmy Napes",Spectre,TRUE
